ID_Client,Age,Revenu_Mensuel,Montant_Credit,Duree_Credit,Taux_Interet,Historique_Credit,Nombre_Credits_En_Cours,Endettement,Type_Emploi,Region,Defaut_Paiement
918,32,289570,283369,34,13.09,2,1,0.71,CDI,Nouakchott,1
919,20,438067,921437,59,5.71,1,0,0.84,CDI,Zouerate,1
920,32,346411,962586,59,13.26,1,0,0.51,CDI,Rosso,0
921,38,455736,880796,7,11.44,0,0,0.06,Indépendant,Nouadhibou,0
922,51,392155,223763,55,10.92,2,3,0.54,Indépendant,Nouadhibou,0
923,70,397425,871096,18,9.36,2,3,0.78,CDI,Nouadhibou,0
924,54,169672,217051,17,7.58,2,3,0.33,CDD,Nouadhibou,0
925,65,389637,405687,37,7.37,1,2,0.23,CDD,Nouakchott,0
926,63,155472,856159,16,12.87,2,4,0.19,Indépendant,Nouakchott,0
927,55,58194,16122,31,9.09,0,1,0.38,CDD,Zouerate,0
928,48,465402,814902,36,13.22,0,2,0.07,Indépendant,Nouakchott,0
929,34,326210,398223,58,3.96,1,4,0.3,CDD,Zouerate,0
930,59,435407,16133,44,14.42,2,2,0.91,Indépendant,Atar,0
931,51,228939,335692,58,8.09,1,0,0.26,CDI,Nouadhibou,0
932,30,395265,72648,25,5.74,1,1,0.28,Sans emploi,Nouakchott,0
933,48,317227,477679,25,9.82,1,2,0.61,CDI,Atar,0
934,64,92228,775959,20,10.91,1,4,0.12,CDD,Nouadhibou,0
935,48,214996,384163,15,7.84,1,0,0.73,CDI,Kiffa,0
936,66,391753,293943,55,12.79,2,1,0.03,Indépendant,Nouakchott,0
937,52,146255,465778,36,11.2,1,0,0.44,CDI,Nouadhibou,0
938,67,361653,602961,51,14.32,1,3,0.93,Indépendant,Zouerate,0
939,31,449932,408114,26,14.25,2,0,0.74,CDI,Nouakchott,0
940,48,436635,817488,49,3.42,1,2,0.42,CDD,Zouerate,1
941,33,326651,317708,50,14.2,2,4,0.65,CDI,Atar,0
942,71,346840,673692,11,3.56,1,4,0.62,Indépendant,Rosso,0
943,61,163223,231067,56,12.81,1,4,0.32,Indépendant,Nouakchott,0
944,59,402052,879400,55,12.14,1,3,0.74,CDI,Kiffa,0
945,44,418022,534821,41,7.27,1,1,0.95,CDI,Kiffa,0
946,38,402823,596470,32,9.6,0,2,0.5,CDI,Nouakchott,1
947,29,144339,335039,30,10.15,1,1,0.4,CDI,Nouakchott,0
948,21,206582,188819,26,12.71,1,2,0.21,Indépendant,Kiffa,0
949,29,93605,93229,52,11.38,0,4,0.4,Indépendant,Zouerate,0
950,60,188955,208103,49,5.07,1,1,0.77,CDI,Atar,0
951,56,6289,478524,28,13.37,1,1,0.98,CDI,Atar,1
952,26,263081,141226,6,7.33,0,0,0.28,CDI,Rosso,0
953,25,323981,936600,48,7.63,1,4,0.43,Indépendant,Rosso,0
954,47,136543,893007,24,4.7,1,3,0.07,Indépendant,Zouerate,1
955,62,160064,774362,16,9.55,1,3,0.86,CDI,Kiffa,0
956,67,192568,584165,46,12.37,2,3,0.02,CDI,Nouakchott,0
957,23,134673,870364,58,11.66,1,0,0.04,CDI,Nouakchott,0
958,58,321048,206967,21,8.16,1,4,0.9,Indépendant,Nouadhibou,1
959,73,119947,558103,53,4.83,1,1,0.85,Indépendant,Atar,1
960,29,468095,231727,50,3.2,1,2,0.59,Indépendant,Atar,0
961,45,206300,305626,58,3.91,1,4,0.82,CDD,Kiffa,0
962,21,245267,190114,47,7.98,1,2,0.87,CDI,Rosso,0
963,52,310248,57449,12,3.58,1,3,0.34,CDI,Kiffa,0
964,70,320819,882347,40,6.63,2,4,0.05,Indépendant,Nouadhibou,1
965,71,186680,372998,17,10.95,2,2,0.39,CDD,Rosso,1
966,71,62263,968531,53,10.12,0,4,0.23,CDD,Zouerate,0
967,50,298980,386162,9,7.06,2,1,0.64,Sans emploi,Rosso,0
968,19,249795,129220,57,11.34,1,4,0.21,Sans emploi,Kiffa,0
969,67,484346,577959,31,7.81,1,3,0.36,CDD,Nouadhibou,0
970,39,38701,15236,28,8.35,2,2,0.56,CDI,Nouadhibou,0
971,20,139329,826696,17,6.3,1,1,0.75,CDI,Zouerate,0
972,30,339110,625836,56,7.21,1,4,0.58,CDI,Nouakchott,0
973,52,394730,457035,11,13.32,2,1,0.37,CDI,Atar,0
974,70,32585,314568,45,9.67,1,1,0.33,CDD,Rosso,1
975,64,328687,939367,35,13.98,1,3,0.9,CDD,Atar,0
976,35,446127,76716,57,11.01,2,3,0.74,CDI,Kiffa,0
977,43,205056,500020,23,7.3,1,1,0.48,CDI,Zouerate,0
978,29,101951,239212,9,3.45,1,1,0.42,CDI,Nouadhibou,0
979,41,36227,163881,51,5.47,2,3,0.66,CDI,Zouerate,0
980,26,405932,54710,56,7.66,0,3,0.14,Indépendant,Nouakchott,0
981,67,122022,886396,14,10.72,2,1,0.81,Sans emploi,Nouakchott,0
982,68,10093,915520,36,5.75,1,2,0.6,Indépendant,Nouakchott,0
983,52,425140,402892,24,12.03,1,4,0.51,CDI,Nouakchott,1
984,57,404212,244189,41,12.9,2,1,0.99,CDI,Nouakchott,0
985,52,5989,601539,22,7.04,1,1,0.47,CDI,Nouakchott,0
986,63,288245,360894,35,14.54,1,3,0.63,Indépendant,Nouadhibou,0
987,18,146302,620031,41,9.77,1,4,0.24,CDD,Kiffa,0
988,59,20033,665987,25,6.6,1,3,0.14,CDI,Zouerate,0
989,39,66638,422627,40,5.52,1,1,0.75,Sans emploi,Nouadhibou,0
990,59,443051,212764,54,5.13,2,2,0.31,CDD,Nouakchott,1
991,57,313503,190964,43,14.35,1,1,0.84,Indépendant,Nouakchott,0
992,35,359791,665170,8,8.03,1,1,0.95,CDI,Rosso,0
993,44,434501,204215,30,5.1,1,0,0.19,CDI,Zouerate,0
994,47,236210,736887,14,4.73,1,3,0.79,Indépendant,Nouakchott,0
995,23,47990,662102,49,13.15,2,1,0.49,CDI,Kiffa,1
996,26,218685,446106,38,13.68,1,3,0.48,CDI,Nouakchott,0
997,61,444328,560997,55,13.1,1,3,0.46,CDI,Zouerate,0
998,38,425690,606622,48,12.51,2,2,0.54,CDI,Kiffa,0
999,32,34629,877069,20,13.22,1,2,0.03,CDD,Rosso,0
1000,50,243419,156361,39,10.92,1,0,0.83,CDD,Zouerate,0
1001,62,321491,975198,23,10.34,0,2,0.56,CDI,Kiffa,0
1002,34,15312,597845,34,3.98,0,3,0.9,Indépendant,Zouerate,0
1003,51,13954,108845,34,8.93,1,2,0.52,CDI,Kiffa,0
1004,53,308652,701199,49,9.65,2,0,0.19,CDI,Kiffa,0
1005,40,459525,111379,9,5.53,2,0,0.1,CDI,Atar,0
1006,25,213710,198534,46,8.03,1,0,0.41,Indépendant,Zouerate,0
1007,40,176747,698212,36,13.63,1,4,0.05,Indépendant,Atar,1
1008,20,465544,94973,12,10.39,1,2,0.1,CDD,Nouadhibou,0
1009,48,12315,619188,33,9.53,2,1,0.61,CDI,Kiffa,0
1010,22,228389,419002,22,14.23,2,0,0.22,CDD,Kiffa,0
1011,66,182546,28898,18,12.08,2,2,0.04,CDD,Rosso,0
1012,39,346526,526633,57,3.94,1,0,0.25,Indépendant,Nouakchott,0
1013,19,227721,400542,11,5.41,2,1,0.42,CDI,Kiffa,0
1014,66,141125,59077,26,4.76,1,2,0.73,CDI,Zouerate,0
1015,27,443189,730454,8,11.41,1,4,0.92,CDI,Kiffa,0
1016,62,86042,810908,24,3.15,0,2,0.95,CDI,Nouakchott,0
1017,46,225684,123063,11,5.21,2,4,0.27,CDI,Kiffa,0
1018,70,213006,911477,35,7.41,1,4,0.42,CDI,Atar,0
1019,59,191341,508127,59,4.2,1,3,0.83,Indépendant,Nouadhibou,0
1020,42,346763,852052,44,4.34,1,1,0.47,Indépendant,Rosso,0
1021,31,134834,741234,53,9.9,0,0,0.05,Sans emploi,Atar,0
1022,45,152670,343674,35,5.71,0,3,0.33,CDD,Rosso,0
1023,71,66678,997532,58,8.42,2,1,0.15,CDI,Zouerate,0
1024,48,182928,421268,41,4.16,0,3,0.88,Sans emploi,Atar,0
1025,67,230133,734357,24,7.68,0,1,0.04,CDI,Kiffa,0
1026,32,63888,91780,38,6.04,0,0,0.91,Indépendant,Atar,0
1027,61,37031,999814,6,14.92,1,4,0.92,CDI,Atar,0
1028,35,13075,350562,56,14.68,1,3,0.69,CDI,Nouadhibou,0
1029,32,343450,460124,55,5.69,2,1,0.98,CDD,Rosso,0
1030,27,304397,279036,15,10.94,2,4,0.97,CDI,Zouerate,0
1031,54,6803,367477,6,9.48,1,1,0.7,Indépendant,Kiffa,0
1032,54,157433,643719,42,10.35,2,1,0.33,CDI,Nouakchott,0
1033,48,224389,23196,29,7.47,0,4,0.96,CDD,Kiffa,0
1034,73,261114,691480,16,14.12,1,4,0.3,CDD,Nouakchott,0
1035,24,405718,902917,20,6.06,1,4,0.03,CDI,Nouakchott,0
1036,49,330396,508995,31,9.14,1,3,0.43,CDD,Nouadhibou,0
1037,59,89990,813046,15,3.56,1,0,0.46,CDI,Rosso,1
1038,73,419529,750805,53,4.81,2,2,0.91,CDI,Rosso,0
1039,64,437351,474893,41,11.34,2,1,0.64,CDI,Kiffa,0
1040,30,369779,393911,44,10.53,1,1,0.04,CDI,Nouakchott,0
1041,47,311826,42655,9,5.12,1,1,0.77,CDI,Nouakchott,0
1042,57,298065,883838,26,12.54,1,2,0.11,Indépendant,Kiffa,0
1043,57,28686,578784,6,14.51,1,2,0.4,Sans emploi,Atar,0
1044,70,164792,919307,25,7.15,1,4,0.49,CDI,Zouerate,0
1045,69,246124,563781,44,3.24,0,4,0.41,CDI,Nouakchott,0
1046,61,144298,265977,22,3.01,1,0,0.56,CDI,Nouadhibou,1
1047,74,294522,926061,11,10.57,1,2,0.5,CDD,Nouadhibou,0
1048,39,9552,281349,6,12.69,1,1,0.17,CDI,Zouerate,0
1049,32,372833,467471,31,10.55,0,0,0.34,Indépendant,Zouerate,0
1050,56,23252,777562,26,6.75,1,2,0.53,CDI,Kiffa,1
1051,65,372761,82102,26,3.09,1,1,0.45,CDI,Kiffa,0
1052,51,58947,935025,20,4.73,0,1,0.96,Indépendant,Atar,0
1053,71,103613,590638,56,7.87,1,2,0.82,CDI,Atar,0
1054,70,351728,942441,51,5.65,2,4,0.93,Indépendant,Atar,0
1055,21,26079,29432,34,10.52,2,3,0.48,CDI,Zouerate,0
1056,36,459905,987606,45,10.68,0,3,0.38,Indépendant,Nouakchott,0
1057,26,429605,434184,52,3.62,1,1,0.63,Indépendant,Zouerate,0
1058,57,355296,563218,25,8.35,1,2,0.02,CDI,Zouerate,0
1059,23,19125,170311,58,13.04,1,0,0.51,Sans emploi,Rosso,1
1060,50,99111,269843,52,8.69,0,3,0.1,CDI,Zouerate,0
1061,70,295864,938544,25,4.89,1,2,0.99,Sans emploi,Nouakchott,0
1062,20,19488,238282,17,11.02,1,0,0.97,CDD,Atar,1
1063,39,284224,139806,44,4.93,1,0,0.98,Indépendant,Kiffa,1
1064,44,128296,973524,52,14.89,1,0,0.11,CDI,Kiffa,0
1065,59,435534,210873,28,9.13,1,4,0.32,Indépendant,Nouadhibou,0
1066,26,305077,30973,37,9.73,1,0,0.95,CDI,Kiffa,0
1067,52,411570,710778,59,5.85,1,3,0.49,CDI,Rosso,0
1068,38,447696,880170,30,7.36,2,0,0.65,CDI,Kiffa,0
1069,68,14662,731380,25,14.61,1,3,0.42,Indépendant,Atar,0
1070,68,99462,304202,46,12.8,2,3,0.16,Indépendant,Kiffa,0
1071,46,325333,962687,18,5.56,2,1,0.05,Sans emploi,Rosso,0
1072,29,224482,725732,13,13.35,1,4,0.64,CDD,Kiffa,0
1073,54,471466,614218,24,12.3,1,2,0.32,Indépendant,Zouerate,0
1074,58,228802,314964,19,11.48,0,0,0.9,CDI,Nouakchott,0
1075,62,222082,77285,43,4.7,1,0,0.26,CDI,Nouadhibou,0
1076,52,492181,739036,33,14.37,1,1,0.66,Indépendant,Atar,1
1077,59,12669,541620,18,10.49,1,2,0.09,Indépendant,Zouerate,0
1078,24,478078,341330,55,12.29,2,4,0.19,Sans emploi,Kiffa,0
1079,63,441650,840730,23,10.64,0,4,0.11,CDI,Zouerate,0
1080,68,178198,470668,56,6.09,2,4,0.5,CDI,Nouadhibou,0
1081,50,84748,401700,27,4.07,2,1,0.89,CDI,Zouerate,0
1082,27,52749,212385,59,12.56,1,0,0.11,CDI,Zouerate,1
1083,56,53417,678324,52,14.26,1,3,0.18,CDI,Nouakchott,1
1084,51,400998,927144,51,12.55,0,1,0.19,CDI,Zouerate,0
1085,52,20151,489579,41,9.27,1,0,0.19,CDD,Rosso,0
1086,39,125017,877702,56,4.48,1,3,0.43,CDI,Atar,0
1087,61,155689,612450,25,13.59,1,0,0.18,CDI,Zouerate,0
1088,47,214939,213063,32,8.0,2,0,0.74,CDD,Nouadhibou,0
1089,52,90926,675703,30,13.97,1,2,0.13,Indépendant,Atar,0
1090,59,206755,776098,44,11.68,2,4,0.53,CDI,Atar,0
1091,60,31197,219830,31,11.34,1,1,0.06,CDI,Kiffa,1
1092,69,492180,165221,45,8.04,2,1,0.14,CDD,Zouerate,0
1093,27,108909,903914,43,4.47,0,2,0.75,CDD,Nouakchott,0
1094,63,452230,951151,25,13.23,2,3,0.15,CDD,Rosso,1
1095,72,480193,634733,49,5.51,2,3,0.71,CDD,Atar,1
1096,39,47072,108954,58,6.62,1,1,0.04,CDD,Zouerate,0
1097,46,343724,937462,19,14.25,1,4,0.97,CDI,Nouadhibou,0
1098,59,128667,474663,42,13.39,1,0,0.05,Sans emploi,Atar,0
1099,41,321134,172431,10,4.56,2,0,0.19,CDI,Nouadhibou,0
1100,22,340412,684229,36,13.75,1,0,0.44,CDI,Kiffa,0
1101,28,91379,761316,59,13.11,0,0,0.85,Indépendant,Nouakchott,0
1102,52,445693,523477,30,14.17,2,1,0.9,CDI,Nouadhibou,1
1103,25,23858,98340,17,7.15,1,4,0.73,CDI,Zouerate,0
1104,38,167082,117198,11,9.42,2,2,0.45,CDI,Nouakchott,0
1105,73,116592,87325,21,9.31,1,4,0.2,CDI,Rosso,0
1106,64,48422,50441,15,5.85,1,1,0.51,CDI,Atar,1
1107,67,493454,996866,31,6.31,0,3,0.51,CDI,Nouakchott,1
1108,55,212280,970196,20,11.02,1,1,0.12,CDI,Nouadhibou,0
1109,71,472478,723820,16,4.62,1,3,0.76,CDD,Nouakchott,0
1110,34,397645,852454,15,4.44,1,2,0.63,Indépendant,Nouakchott,1
1111,49,189423,611719,32,8.84,1,2,0.12,Indépendant,Nouadhibou,0
1112,32,62518,497101,50,8.05,0,3,0.72,CDI,Kiffa,0
1113,56,154124,975601,38,14.46,1,2,0.26,Indépendant,Atar,0
1114,57,24547,489257,28,7.51,0,2,0.74,CDI,Nouakchott,0
1115,22,449253,856223,30,4.02,1,2,0.83,CDI,Kiffa,0
1116,45,425491,980863,26,4.81,1,4,0.63,CDI,Zouerate,0
1117,67,144842,564149,36,12.75,1,3,0.6,CDD,Zouerate,0
1118,22,292302,956884,13,5.64,1,0,0.68,CDI,Atar,1
1119,22,220280,264434,34,7.02,2,1,0.0,CDD,Atar,0
1120,61,461642,280472,11,5.25,1,2,0.28,CDI,Rosso,0
1121,60,71998,415354,41,10.0,1,4,0.79,Indépendant,Zouerate,0
1122,63,24115,906976,50,8.93,1,3,0.65,Indépendant,Rosso,0
1123,50,432416,409309,51,9.5,2,4,0.03,CDD,Nouadhibou,0
1124,57,385153,932899,38,9.93,0,0,0.0,Indépendant,Nouakchott,0
1125,49,115640,302083,18,5.54,1,3,0.08,CDI,Kiffa,0
1126,58,407824,47570,55,8.55,1,3,0.81,CDD,Nouadhibou,0
1127,52,177250,59051,20,13.99,1,4,0.94,CDI,Kiffa,1
1128,38,371711,112296,39,9.43,1,0,0.47,Sans emploi,Atar,0
1129,19,201404,454085,42,8.16,1,3,0.16,Indépendant,Nouadhibou,0
1130,37,51414,836372,11,4.82,1,2,0.07,CDD,Kiffa,0
1131,70,36020,445653,23,10.89,1,4,0.81,Sans emploi,Zouerate,0
1132,71,18425,632355,43,4.14,2,4,0.99,CDI,Nouadhibou,1
1133,65,172328,695220,29,5.37,1,1,0.94,CDI,Kiffa,0
1134,44,250518,428664,25,9.43,1,4,0.67,CDD,Nouakchott,1
1135,33,103642,986314,24,14.18,2,3,0.98,CDD,Rosso,1
1136,38,37343,778927,54,7.91,1,4,0.6,CDD,Zouerate,0
1137,25,105887,739604,58,12.09,1,3,0.88,CDD,Rosso,0
1138,68,200246,732283,22,11.4,1,0,0.17,CDI,Nouadhibou,1
1139,31,86056,913571,10,10.72,1,4,0.56,CDI,Nouadhibou,0
1140,25,463219,540947,32,4.57,1,1,0.9,CDI,Kiffa,0
1141,56,233185,585162,54,10.49,1,4,0.31,CDI,Rosso,1
1142,47,115898,62134,52,13.25,1,4,0.73,Indépendant,Atar,0
1143,52,246934,143026,41,3.71,0,1,0.53,CDI,Rosso,1
1144,47,391080,200707,39,14.26,1,0,0.81,Indépendant,Rosso,1
1145,46,494285,180713,58,9.66,1,3,0.6,Indépendant,Nouakchott,0
1146,38,100825,235324,9,14.38,1,2,0.91,CDD,Nouakchott,0
1147,46,65915,127651,32,12.09,2,0,0.41,CDI,Rosso,0
1148,67,48846,485565,21,10.55,2,1,0.33,Sans emploi,Rosso,0
1149,74,115667,524447,29,9.38,1,2,0.06,CDI,Nouadhibou,0
1150,25,267931,666093,56,7.3,1,3,0.65,CDI,Rosso,0
1151,66,297356,73776,47,9.68,1,3,0.85,CDD,Zouerate,1
1152,18,209738,572961,31,5.65,2,0,0.8,Indépendant,Kiffa,0
1153,35,385850,775746,29,12.64,1,1,0.22,CDI,Nouakchott,0
1154,51,41610,353357,44,4.42,1,4,0.96,CDD,Nouadhibou,0
1155,23,495100,172412,9,12.8,0,1,0.88,Indépendant,Nouadhibou,0
1156,60,9764,253380,39,5.56,2,0,0.83,Indépendant,Zouerate,0
1157,29,251153,725452,8,9.28,2,0,0.78,CDD,Nouakchott,0
1158,40,473625,820066,29,12.19,1,4,0.21,Indépendant,Nouadhibou,0
1159,72,348581,242127,13,7.22,1,2,0.13,CDI,Atar,1
1160,21,420508,130904,49,3.45,1,2,0.44,CDD,Zouerate,0
1161,72,90123,471587,38,9.06,1,2,0.5,CDD,Atar,0
1162,36,456507,255697,22,10.81,1,3,0.65,CDI,Atar,0
1163,18,443483,763930,9,13.34,1,3,0.1,CDI,Nouadhibou,0
1164,26,433706,322237,49,12.77,0,2,0.38,CDI,Zouerate,1
1165,26,19191,614757,25,11.76,1,4,0.37,CDD,Kiffa,1
1166,30,35150,10960,36,8.29,0,0,0.49,CDI,Zouerate,0
1167,36,276869,170762,34,3.51,2,3,0.38,CDI,Rosso,1
1168,28,257323,863887,50,8.93,1,3,0.72,CDI,Rosso,0
1169,44,285567,987850,36,9.24,2,2,0.76,CDI,Nouadhibou,0
1170,68,90055,823978,59,13.2,1,1,0.37,CDD,Zouerate,0
1171,40,201119,687417,42,4.08,2,3,0.33,Indépendant,Atar,0
1172,65,139260,31926,51,7.01,1,4,0.89,CDI,Nouakchott,0
1173,30,310265,635694,46,13.74,1,2,0.77,CDD,Atar,0
1174,60,193217,237028,18,8.86,2,1,0.86,Indépendant,Nouadhibou,0
1175,46,199667,777252,16,10.62,2,2,0.41,Indépendant,Nouadhibou,1
1176,26,337812,234964,9,8.25,1,2,0.97,CDD,Nouadhibou,0
1177,24,276327,491220,56,5.59,1,2,0.22,Indépendant,Rosso,1
1178,70,197472,686022,36,5.96,2,0,0.05,Indépendant,Nouadhibou,0
1179,58,256565,903094,10,5.91,1,1,0.99,Indépendant,Zouerate,0
1180,56,498005,688792,19,5.38,0,0,0.07,CDI,Zouerate,0
1181,44,491797,624811,26,3.33,2,4,0.8,CDI,Kiffa,0
1182,61,49015,980725,20,4.76,1,2,0.41,CDI,Nouadhibou,0
1183,73,151928,313279,36,5.67,0,4,0.67,CDI,Atar,0
1184,68,323350,189751,44,4.62,2,3,0.49,Sans emploi,Kiffa,0
1185,62,347896,905393,42,6.38,1,0,0.19,CDI,Nouakchott,0
1186,20,388732,470575,17,9.84,1,3,0.21,Sans emploi,Zouerate,0
1187,71,46962,369962,31,11.6,0,0,0.15,CDI,Kiffa,0
1188,33,231217,99848,59,8.03,2,3,0.23,CDI,Zouerate,0
1189,45,311386,872159,13,3.5,0,2,0.06,CDI,Kiffa,0
1190,74,353762,952910,29,4.85,2,2,0.71,CDI,Zouerate,1
1191,74,466121,920700,27,6.21,1,1,0.55,CDD,Atar,1
1192,37,31606,241341,26,3.1,1,0,0.54,CDI,Nouakchott,1
1193,47,97471,863922,28,7.1,2,3,0.55,CDI,Nouadhibou,0
1194,32,438783,404584,34,4.1,1,3,0.38,Indépendant,Nouakchott,0
1195,24,349344,409638,16,5.4,2,1,0.36,CDD,Kiffa,1
1196,31,359076,335473,12,6.02,2,4,0.31,Sans emploi,Atar,0
1197,19,64826,379879,48,14.3,1,4,0.03,Sans emploi,Nouakchott,0
1198,36,47904,118278,39,12.57,2,0,0.74,CDI,Nouadhibou,0
1199,26,380144,392595,32,10.71,0,1,0.69,CDI,Nouadhibou,1
1200,71,78351,467230,21,14.5,1,4,0.58,CDI,Nouadhibou,0
1201,27,496690,519487,27,10.62,1,2,0.6,Indépendant,Nouadhibou,0
1202,35,224604,652796,45,3.15,1,2,0.24,CDI,Nouadhibou,0
1203,57,103102,287550,23,14.27,1,3,0.63,CDI,Zouerate,1
1204,22,125782,151347,51,6.33,0,0,0.57,CDI,Nouadhibou,1
1205,64,164166,769341,57,13.24,2,3,0.08,CDI,Atar,0
1206,68,77233,583493,7,8.92,2,1,0.25,CDI,Nouakchott,0
1207,74,324211,21729,56,6.7,2,0,0.67,CDD,Nouakchott,0
1208,23,160765,935690,11,5.93,1,3,0.44,CDI,Rosso,0
1209,50,274133,87787,55,14.17,2,0,0.38,CDI,Rosso,0
1210,69,381945,244873,36,12.35,0,1,0.35,CDI,Rosso,0
1211,66,130337,419752,54,7.91,1,3,0.05,Sans emploi,Atar,0
1212,43,67144,365735,11,12.02,0,0,0.88,CDI,Nouakchott,0
1213,61,499114,950127,59,8.48,1,2,0.69,Indépendant,Nouadhibou,0
1214,43,357467,687302,27,8.12,2,1,0.29,Indépendant,Zouerate,0
1215,33,35984,699862,44,3.26,2,2,0.61,CDD,Nouadhibou,0
1216,32,477870,777842,20,11.92,1,3,0.44,CDD,Kiffa,0
1217,41,468347,696154,49,4.67,2,1,0.79,CDD,Zouerate,1
1218,47,367641,803309,36,14.33,1,0,0.94,CDI,Zouerate,1
1219,24,132102,355575,7,13.06,2,1,0.99,Indépendant,Rosso,1
1220,18,322444,204472,29,14.35,1,4,0.39,Indépendant,Rosso,0
1221,56,92133,105493,40,7.1,1,2,0.21,CDI,Nouadhibou,0
1222,68,348496,119324,25,8.06,1,1,0.99,CDI,Nouakchott,1
1223,33,364488,699006,46,4.55,1,2,0.4,Sans emploi,Kiffa,0
1224,18,195411,540806,26,14.7,2,3,0.74,Indépendant,Rosso,0
1225,57,82428,148828,27,9.74,2,0,0.03,CDI,Kiffa,0
1226,48,311878,238008,41,7.22,0,4,0.08,CDD,Nouadhibou,1
1227,39,271598,236041,42,14.49,0,3,0.88,CDI,Nouadhibou,0
1228,65,339677,131940,8,6.32,2,0,0.07,CDD,Atar,0
1229,20,376737,929933,29,7.78,0,2,0.7,CDD,Atar,0
1230,55,86737,803051,25,14.47,1,4,0.95,CDI,Atar,0
1231,64,374349,361148,33,5.34,1,1,0.04,CDI,Atar,0
1232,53,40261,939558,8,11.61,0,4,0.74,CDD,Atar,1
1233,62,322598,319320,52,3.16,2,2,0.44,CDI,Atar,0
1234,73,402209,992160,33,4.41,0,1,0.11,CDI,Zouerate,1
1235,36,37702,707558,37,4.42,0,0,0.16,CDD,Atar,0
1236,41,379980,827332,28,7.12,1,0,0.03,CDD,Nouakchott,0
1237,55,302153,249532,24,12.39,1,3,0.78,Sans emploi,Nouakchott,1
1238,32,127180,43249,37,7.06,2,0,0.58,CDI,Nouadhibou,0
1239,43,298444,906752,31,10.03,2,3,0.34,Sans emploi,Kiffa,0
1240,65,110277,528058,30,12.17,1,4,0.38,CDI,Zouerate,0
1241,31,27307,954832,45,13.63,0,4,0.44,CDI,Nouakchott,0
1242,30,106913,96372,36,14.43,0,2,0.88,Indépendant,Nouadhibou,1
1243,72,35696,489891,10,12.88,0,1,0.5,Indépendant,Atar,0
1244,73,411211,179878,35,4.93,1,3,0.45,CDI,Nouadhibou,0
1245,64,47347,171307,24,4.03,1,1,0.89,CDD,Atar,0
1246,65,12381,54756,39,6.83,1,4,0.94,CDI,Kiffa,0
1247,53,51512,324161,23,12.88,1,0,0.83,Indépendant,Atar,0
1248,72,119654,798536,38,14.11,2,2,0.7,Indépendant,Nouadhibou,0
1249,50,451452,78824,59,6.63,1,0,0.93,CDD,Kiffa,0
1250,25,387283,981001,49,12.82,1,3,0.28,CDI,Nouakchott,0
1251,53,142939,310336,19,9.92,2,3,0.45,Indépendant,Zouerate,1
1252,52,406137,510738,49,5.24,0,4,0.02,CDI,Nouakchott,0
1253,25,192516,960123,10,6.07,1,0,0.88,CDI,Atar,1
1254,64,67824,774157,45,11.65,1,3,0.43,CDI,Zouerate,1
1255,29,213754,266375,33,9.21,2,3,0.36,CDD,Zouerate,0
1256,33,139533,917650,48,6.8,2,4,0.91,CDI,Kiffa,1
1257,60,335374,164236,50,4.88,1,2,0.75,CDI,Rosso,0
1258,33,22025,564170,23,12.71,2,4,0.62,CDI,Nouadhibou,0
1259,60,268385,839317,36,14.59,1,3,0.13,Indépendant,Rosso,0
1260,26,349114,45628,9,10.51,2,1,0.71,Indépendant,Kiffa,0
1261,46,304688,850146,37,11.19,1,4,0.14,Indépendant,Nouadhibou,0
1262,22,219940,211220,50,3.97,0,3,0.7,Indépendant,Atar,0
1263,72,411097,523539,26,8.74,2,3,0.24,CDI,Atar,1
1264,59,215455,863894,31,10.05,1,1,0.92,Indépendant,Rosso,0
1265,46,61825,506062,8,8.06,2,1,0.11,CDI,Zouerate,0
1266,62,75285,561612,35,4.41,1,0,0.01,CDD,Atar,0
1267,53,68793,30416,54,3.42,1,2,0.18,CDD,Zouerate,0
1268,23,247762,233242,16,5.78,0,2,0.8,Indépendant,Nouadhibou,0
1269,56,299316,717889,19,3.13,1,0,0.17,CDD,Nouakchott,0
1270,55,202139,19091,46,12.46,2,4,0.87,CDI,Nouakchott,0
1271,55,208887,260701,36,11.95,1,4,0.3,CDI,Kiffa,0
1272,37,200522,970397,6,7.37,1,1,0.7,Sans emploi,Atar,0
1273,42,245609,121483,47,7.13,1,2,0.89,Indépendant,Atar,0
1274,58,367776,538424,36,3.92,1,1,0.22,Indépendant,Nouadhibou,0
1275,32,161342,955268,16,14.49,2,0,0.74,CDD,Rosso,1
1276,24,245184,934611,20,8.73,1,3,0.89,CDI,Kiffa,0
1277,39,90205,471238,36,4.0,2,3,0.56,CDI,Zouerate,0
1278,62,334795,263227,29,12.16,1,4,0.76,CDI,Zouerate,0
1279,50,21907,321537,55,7.08,2,0,0.19,CDD,Zouerate,1
1280,69,406560,39686,45,6.49,1,3,0.4,Indépendant,Nouadhibou,0
1281,39,234169,932822,42,11.24,2,3,0.81,Indépendant,Nouakchott,1
1282,36,159759,526044,25,6.56,2,3,0.55,CDI,Kiffa,1
1283,65,145498,304432,38,6.1,1,2,0.94,Sans emploi,Nouakchott,0
1284,39,209358,528769,55,10.34,1,0,0.31,CDI,Kiffa,1
1285,53,283193,881814,21,9.1,2,4,0.58,CDI,Nouakchott,0
1286,33,448946,34876,44,14.67,1,2,0.98,CDI,Zouerate,0
1287,36,494234,162858,35,4.56,1,0,0.76,Indépendant,Kiffa,0
